content,label,label_id,content_len
دکتر محمدحسین فراهانی مدیرکل سابق میراث‌فرهنگی استان تهران به خبرنگار حوزه میراث‌فرهنگی باشگاه خبرنگاران گفت: آقای نجفی رئیس جدید سازمان میراث‌فرهنگی می‌تواند میراث‌فرهنگی را به عقلانیت، رشد و اعتلاء برساند آنطور که شایسته شان ملت ایران است. وی افزود: یکی از اولویت‌های ایشان باید استفاده از نخبگان و هماهنگ کردن میان سه حوزه میراث فرهنگی، صنایع‌دستی و گردشگری باشد. فراهانی تصریح کرد: در سازمان میراث‌فرهنگی باید ثبت ملی و جهانی آثار تاریخی و معنوی قانونمدار شود بدین معنا که برخی استانها آثاری را ثبت می‌کنند که ارزش چندانی ندارد. مدیرکل سابق میراث‌فرهنگی استان تهران بیان کرد: کارگروه ویژه‌ایی برای نجات‌بخشی آثار تاریخی در حال تخریب متشکل از متخصصان حوزه میراث فرهنگی با هماهنگی میان دستگاه‌های نظارتی و ذیربط تشکیل شود. وی اظهار داشت: آقای نجفی با شناختی که در حوزه فرهنگ و تمدن ایران دارد می‌تواند جایگاه میراث‌فرهنگی کشور را ارتقاء دهد. فراهانی تصریح کرد: در حوزه صنایع‌دستی باید مهر اصالت یونسکو سامان‌دهی شود و در حوزه گردشگری آمار دقیقی از میزان گردشگران ورودی و خروجی ارائه شود تا برنامه ریزان بتوانند برای توسعه گردشگری کشور برنامه دقیقی بنویسند. مدیرکل سابق میراث فرهنگی استان تهران بیان کرد: فرهنگسازی در حوزه میراث فرهنگی باید از آموزش و پرورش آغاز شود و با شناختی که رئیس جدید سازمان میراث‌فرهنگی از این حوزه دارد می‌تواند اهمیت میراث‌فرهنگی را میان کودکان و نوجوانان نهادینه کند. وی ادامه داد: برای رشد صنایع‌دستی باید جلوی واردات صنایع‌دستی چینی گرفته شود و برای حفظ بافت‌های تاریخی در کلان شهرها هماهنگی میان میراث‌فرهنگی و شهرداری صورت گیرد. گفتنی است؛ محمدحسین فراهانی مدت دو سال مدیرکل میراث‌فرهنگی استان مرکزی، دو سال مدیرکل موزه‌ها و به مدت یک سال و نه ماه در سمت مدیر میراث‌فرهنگی استان تهران مشغول به فعالیت بود. /ص,فرهنگی هنری,5,283
حمیدرضا ترقی عضو شورای مرکزی حزب موتلفه اسلامی در گفت‌وگو با خبرنگار احزاب و تشکل‌های گروه سیاسی باشگاه خبرنگاران جوان؛ درباره صحبت‌هایی که روحانی باید در مجمع عمومی سازمان ملل ایراد کند، اظهار کرد: در درجه اول روحانی موظف است که نقش آمریکا و اسرائیل را در بی‌ثبات سازی منطقه و شرق و غرب آمریکا تشریح کند. وی افزود: همچنین باید ادعای آمریکا مبنی بر این که اقدامات ایران در منطقه باعث بی‌ثباتی شده را با استدلال کامل و مستندات رد کند. ترقی تصریح کرد: رئیس جمهور باید بخشی از سخنان خود را به تشکیل اجماع جهانی علیه ارتش میانمار و جنایاتی که علیه مسلمانان انجام می‌دهند اختصاص دهد. عضو شورای مرکزی حزب موتلفه اسلامی بیان کرد: موضع گیری سریع در برابر تجزیه عراق و طرح‌های پساداعش در منطقه توسط آمریکا نیز باید از مسائل محوری در سخنرانی رئیس جمهور باشد چرا که ملت‌های اسلامی در معرض توطئه‌های پی در پی آمریکا و صهیونیسم قرار دارند. وی ادامه داد: مسئله مهم این است که آمریکا می‌خواهد ایران را ناقض روح برجام جلوه دهد و در این برهه زمانی روحانی موظف است که از تریبون سازمان ملل از پایبندی ایران به برجام دفاع کند و مستندات خود را درباره بدعهدی آمریکا در برجام، توافق شش جانبه کره و توافق‌های لیبی تحویل دهد چرا که باید ماهیت آمریکا برای جهانیان افشا شود و بدانند که این کشور به هیچ عنوان قابل اعتماد نیست.,سیاسی,3,231
به گزارش گروه بین الملل باشگاه خبرنگاران جوان به نقل از پرس تی وی؛ بمباران اخیر عربستان به یمن در حالی صورت گرفت که نیروهای ارتش و مبارزان ائتلافی در حملات خود شماری از مزدوران سعودی را کشته‌اند. به گزارش شبکه تلویزیونی المسیره یمن، جنگنده‌های عربستان سعودی در حمله اخیر این کشور به یمن، شهر الموخا در استان تعز، هریب القرامیش در استان مآرب و یک شهرستان دیگر در استان صنعا را که در مجاورت مآرب قرار داشت، هدف قرار دادند. گزارش‌های منتشر شده نشان می‌دهند در بمباران القرامیش تعدادی کشته شده‌اند هر چند شمار دقیق تلفات عنوان نشده است. شبکه خبری العالم نیز در گزارشی از حمله جنگنده‌های عربستان به خودرویی غیر نظامی در منطقه حریب القرامیش در استان مأرب و شهادت پنج نفر خبر داد. در میان شهدا اجساد کودکان و زنان نیز دیده می‌شود. این در حالی است که نیروهای یمن و مبارزان کمیته‌های مردمی روز جمعه محل تجمع مزدوران سعودی را در مآرب هدف حملات خمپاره‌ای قرار دادند. بر اساس گزارش شبکه المسیره، در این حملات ده‌ها مزدور سعودی کشته شده‌اند. منابع خبری پیش از این در ماه جاری میلادی (جولای ۲۰۱۶) گزارش دادند در حملات مزدوران سعودی به چند ساختمان مسکونی در منطقه ماتون در استان جوف یمن، سه کودک جان باختند. عربستان سعودی از فروردین ۱۳۹۴ به منظور بازگرداندن قدرت به عبدربه منصور هادی، رئیس جمهور مستعفی یمن، و تضعیف جنبش انصارالله یمن حملات هوایی خود به این کشور فقیر عربی را آغاز کرده است. به گفته منابع داخلی یمن، در حملات ریاض که عمدتا مناطق غیرنظامی را هدف می‌گیرد، بیش از ۹ هزار و ۴۰۰ نفر کشته و دست کم ۱۶ هزار نفر زخمی شده‌اند. حملات عربستان سعودی به زیرساخت‌های یمن خسارات سنگین وارد کرده و در این حملات بسیاری از بیمارستان‌ها، مدارس و کارخانجات ویران شده‌اند.,بین الملل,2,294
بهروز بقایی بازیگر با سابقه سینما و تلویزیون در گفتگو با خبرنگار سینما باشگاه خبرنگاران پیرامون وضعیت فعلی سینمای کودک گفت: متاسفانه در زمینه کودک آن طور که باید و شاید کار نمی‌شود و تولیدات این حوزه بسیار کم، سطح پایین و اسفبار است. وی در ادامه افزود: سینمای کودک نسبت به سال‌های گذشته افت محسوسی داشته و با وجود تلاش‌های فراوانی که در این حوزه می‌شود به دلیل نداشتن دانش کافی از کودک و علاقه‌اش، به نتایج مطلوب دست نمی‌یابیم. این بازیگر اظهار داشت: به نظر من حضور ستاره‌های سینما و تلویزیون در سینمای کودک کمک زیادی به ارتقای سطح کیفی این حوزه می‌کند و اهالی سینما با همکاری یکدیگر می‌توانند آینده سینمایی کودک را بهتر از گذشته بسازند. بقایی در پایان خاطر نشان کرد: اولین حضورم در جشنواره فیلم کودک و نوجوان را به فال نیک می‌گیرم و فیلم قلعه رودخان به کارگردانی غلامرضا رمضانی را بهتر از سایر فیلم‌های جشنواره ارزیابی کردم. انتهای پیام/ اس,فرهنگی هنری,5,158
به گزارش خبرنگار فوتبال و فوتسال باشگاه خبرنگاران جوان خداداد عزیزی مدیر فنی تیم فوتبال سیاه جامگان در گفت و گو با رادیو ورزش گفت: هر سمتی در تیم به من واگذار شود قبول می‌کنم. مهم این است که بازیکنان در کنار یکدیگر جمع شده‌اند و تمرینات را ادامه می‌دهند. در این چند روز بازیکنان از نظر روحی و روای افت بسیاری داشتند که با تلاش و اعتماد سازی تا حدودی روحیه از دست رفته آن‌ها بازیابی شد. وی ادامه داد بازیکنان با وجود تمام مشکلات به تمرینات بازگشتند و به مسئولان باشگاه اطمینان کردند. حالا نوبت مسئولان باشگاه است که به وعده‌های خود عمل کنند. عزیزی درباره برنامه تیم سیاه جامگان در تعطیلات لیگ تصریح کرد تعطیلات فرصت خوبی برای تیم خواهد بود. در این ایام برای برگزاری اردو و آماده سازی بازیکنان یا به کیش می‌رویم و یا به ترکیه. یکی از دوستان نزدیکم در باشگاه بشیکتاش در حال رایزنی با مسئولان این باشگاه است که با دعوت این باشگاه به ترکیه برویم و تنها هزینه بلیت را متقبل شویم. مدیر فنی تیم سیاه جامگان افزود برای ادامه کار در لیگ باید تصمیمات اساسی برای تیم بگیریم که مسئولان باشگاه این تصمیم گیری‌ها را به من واگذار کرده‌اند. می‌توان دو اقدام را انجام داد اول این که تیم با یک سرمربی هدایت شود که هزینه زیادی را در بر خواهد داشت و یا مانند هم اکنون با چند مربی به سرپرستی من به کار خود ادامه دهیم. ضمن این که برای تقویت تیم به چند مهره نیازمندیم.,ورزشی,6,249
حمید بهمنی، کارگردان فیلم سینمایی غریبه در گفتگو با خبرنگار باشگاه خبرنگاران گفت:۵۰ درصد از تدوین غریبه به پایان رسیده که پس از اتمام کار آن را دوبله خواهیم کرد. وی ادامه داد: تصمیم داریم این فیلم را در سی‌ویکمین جشنواره فیلم فجر نمایش دهیم و تلاش می‌کنیم تا به بهترین نحو این فیلم آماده شود. گفتنی است؛ داستان فیلم سینمایی غریبه به اشغال عراق توسط آمریکا مربوط می‌شود که در ۲۱ مارس سال ۲۰۰۳ در سایر شعارهایی چون مبارزه با تروریسم برقراری صلح جهانی، مربوط می‌شود و همین طور اتفاقات منطقه در چند ساله اخیر دستمایه اصلی داستان این فیلم قرار گرفته است و بازیگرانی چون جمشید هاشم‌پور با محمدرضا شریفی نیا، فخر‌الدین صدیق شریف، کورش تهامی به ایفای نقش پرداخته‌اند و محمد قهرمانی نیز تهیه‌کنندگی آن را برعهده دارد. /ه,فرهنگی هنری,5,132
به گزارش حوزه احزاب و تشکلهایگروه سیاسی باشگاه خبرنگاران جوان، به نقل از پایگاه اطلاع رسانی رضایی، محسن رضایی دبیر مجمع تشخیص مصلحت نظام در جمع برخی از فرهنگیان مشهد اظهار داشت: برجام دارای ابعاد مختلفی است که باید بررسی شود، ولی در طرف مقابل با رفتار متکبرانه کنگره و تلاش صهیونیست‌ها در کنگره آمریکا، بزودی واقعیت‌ها مشخص خواهد شد و سرنوشت برجام تعیین می‌شود. رضایی همچنین درباره عملکرد تیم دیپلماسی کشورمان گفت: سرنوشت برجام در کنگره آمریکا ارتباطی به عملکرد تیم مذاکره کننده ایران ندارد و در هر حال تلاش تیم دیپلماسی ایران قابل تقدیر خواهد بود. وی در پایان گفت: چنانچه کنگره آمریکا با متن موجود مخالفت و یا بر آن اضافه کند و یا بخواهند همزمان با تایید آن، تحریم‌ها را تمدید کنند، آنگاه فرجام برجام روسیاهی را برای تندروهای آمریکا باقی خواهد گذاشت. انتهای پیام/,سیاسی,3,139
محمد مهدی تندگویان نایب رئیس کمیسیون معماری و شهرسازی شورای اسلامی شهر تهران در گفتگو با خبرنگار گروه اجتماعی باشگاه خبرنگاران جوان؛ با اشاره به موضوع احیا و بازسازی خانه‌های تاریخی شهر تهران، اظهار داشت: بر اساس آمارهای به دست آمده، تاکنون هزار پلاک تحت عنوان پلاک تاریخی به ثبت رسیده است. وی افزود: از این تعداد پلاک ثبت شده حتی ۵ پلاک هم به صندوق احیا، جهت بازسازی معرفی نشده است. نایب رئیس کمیسیون معماری و شهرسازی شورای اسلامی شهر تهران با بیان این که املاک تاریخی در حال خاک خوردن و از بین رفتن هستند، گفت: بسیاری از فضاهای عمومی مانند مساجد در جنوب شهر تهران نه تنها احیا نمی‌شوند، بلکه به دلیل نگهداری نامناسب مدام در حال تخریب شدن هستند. تندگویان افزود: هم اکنون مشاهده می‌شود که از این مساجد حتی بهره‌برداری محلی هم می‌شود.,اجتماعی,0,138
به گزارش گروه بین الملل باشگاه خبرنگاران جوان، شبکه تلویزیونی بی بی سی اعلام کرد از میان زخمی‌های حملات تروریستی شب گذشته در لندن، حال بیست و یک نفر وخیم است. گزارش‌ها حاکی است همسایه فرد مظنون به ارتکاب حمله تروریستی شب گذشته در لندن، وی را فردی خانواده دوست و خوش برخورد توصیف کرد. در همین حال ژان ایو لودریان وزیر امور خارجه فرانسه روز یکشنبه گفت در حملات تروریستی لندن هفت تبعه فرانسه در بیمارستان بستری شده‌اند که حال چهار نفر از آنها وخیم است و هنوز از سرنوشت یک تبعه دیگر این کشور نیز خبری در دست نیست. انتهای پیام/,بین الملل,2,103
نظریان دبیر مسائل سیاسی داخلی بسیج دانشجویی علامه طباطبایی در گفتگو با خبرنگار دانشگاه باشگاه خبرنگاران گفت: غرب در این مذاکرات خواستار عقب نشینی ایران از مواضع خود بود؛ اما ایران از حقوق ملت خود دفاع کرد و پافشاری بیشتری بر مواضع خود نشان داد. وی ادامه داد: اشتون و گروه ۱+۵ در مذاکرات به دنبال اجرای قطعنامه شورای امنیت است، اما ایران به تعلیق غنی سازی تن نمی‌دهد و در چهارچوب فعالیت‌های هسته‌ای غیرنظامی عمل می‌کند و هیچ نیرویی نمی‌تواند بازدارنده این عمل شود. دبیرمسائل سیاسی بسیج دانشگاه علامه طباطبایی گفت: لابی صهیونیستی در آمریکا و اروپا باعث شد تا در مذاکرات ۱+۵ دقیقا مواضع اسرائیل و اوباما مطرح شود و سفر نماینده آمریکا بعد از نشست به تل آویو حاکی از این روابط پشت پرده می‌باشد. نظریان با توجه به فاصله اندکی که بین مذاکرات بغداد تا مسکو وجود دارد گفت: اقتصاد اروپا و غرب به این مذاکرات گره خورده است و غرب به دنبال تسریع در مذاکرات و یافتن نتیجه قطعی است و غرب باید در نشست مسکو از مواضع خود کوتاه آید و تیم مذاکره کننده ایران از حقوق خود دست برندارد.,سیاسی,3,186
قادری فر دبیر ستاد هفته پژوهش در گفتگو با خبرنگار دانشگاهی باشگاه خبرنگاران گفت: شعار محوری هفته پژوهش امسال، پژوهش و فناوری کلید توسعه پایدار است. وی افزود: هر یکی از روزهای هفته پژوهش عناوین خاصی دارد که به شرح زیر است: شنبه ۲۳ آذر اقتصاد و دانش بنیان کلید تحقق حماسه اقتصادی یکشنبه۲۴ آذر، علوم انسانی اسلامی، تمدن سازی نوین دینی دوشنبه۲۵ آذر، مرجعیت علمی، اقتدار علمی سه شنبه ۲۶ آذر، تولید درون زا، خود باوری ملی چهارشنبه ۲۷ آذر، پژوهش تقاضا محور، فناوری ایرانی پنج شنبه ۲۸ آذر، جهاد علمی، شهدای علم و فناوری، تعالی ایران اسلامی از جمله عناوین معرفی شده از سوی وزارت علوم برای ایام هفته پژوهش است.,پزشکی,7,113
سیلوریا، دومین وزیر دولت موقت برزیل است که در یک هفته گذشته از مقام خود کناره گیری می‌کند. بیست و سوم مه، رومرو جوکا، وزیر برنامه ریزی برزیل، نیز پس از افشای یک مکالمه تلفنی که وی در آن خواستار پایان تحقیقات مربوط به رسوایی پتروبراس شده بود، از مقام خود استعفا کرد. جوکا از مظنونان این پرونده رسوایی گسترده مالی است. سیلوریا، دومین وزیر دولت موقت برزیل است که در یک هفته گذشته از مقام خود کناره گیری می‌کند. بیست و سوم مه، رومرو جوکا، وزیر برنامه ریزی برزیل، نیز پس از افشای یک مکالمه تلفنی که وی در آن خواستار پایان تحقیقات مربوط به رسوایی پتروبراس شده بود، از مقام خود استعفا کرد. جوکا از مظنونان این پرونده رسوایی گسترده مالی است.,بین الملل,2,124
به گزارش خبرنگار حوزه شهری گروه اجتماعی باشگاه خبرنگاران جوان؛ جعفر ناصربخت فرماندار شهرستان قدس در نخستین نشست مجمع مشورتی جوانان استان تهران اظهار داشت: اوایل انقلاب شرایط جامعه شرایط خاصی بود و‌ مطالبات مردم تا این حد توسعه نیافته بود‌. با توجه به تنوع و پیچیدگی هایی که جامعه امروز ما دارد، طبیعی است جوانان باید با پست‌های تخصصی و مدیریتی به کارگیری شوند. وی افزود: به دلیل محدودیتی که داریم‌، سعی می‌کنیم در کارگروه‌های مختلف افراد متخصص را دعوت به همکاری کنیم و جوانان از تجربیات مدیران در آن دستگاه استفاده کنند. ناصر بخت گفت: هم اکنون جوانان ما در شهرستان‌های استان تهران از نظر شادی و‌سرگرمی در تنگنا قرار دارند. فرماندار شهر قدس تصریح کرد: با توجه به مشکلاتی که وجود دارد، برخی جوانان نسبت به آینده ناامید هستند که شاید به دلیل شرایط خانواده و شرایط جامعه باشد.,اجتماعی,0,142
به گزارش باشگاه خبرنگاران، روز ۲۸ مرداد یادآور کودتای ننگین و سیاهی است که شیرینی نهضت ملی شدن صنعت نفت را در کام ملت ایران تلخ کرد. دوران نهضت ملی شدن صنعت نفت ایران از مقاطع تاریخی پر ارج و البته به یادمانی کشورمان به شمار می‏رود؛ نهضتی که اساسا به منظور استیفای حقوق از دست رفته ملت ایران از کشور استعماری بریتانیا آغاز شد و با ملی شدن نهایی صنعت نفت ایران به اوج خود رسید. اما مجموعه علل و عوامل تلخی که عمدتا از مداخلات و تجاوزکاری‏های کشورهای انگلستان و آمریکا نشأت می‏گرفت و توطئه‏های پیدا و پنهان عوامل داخلی استبداد و استعمار خارجی بر آن دامن می‏زد موجبات زودهنگام پایان دوران شیرین نهضت ملی شدن صنعت نفت ایران را فراهم آورد. پس از ماهها توطئه کشورهای انگلیس و آمریکا و عوامل داخلی آنان، آن کودتای سیاه در ۲۸ مرداد ۱۳۳۲ بار دیگر امید مردم کشور را به یأس تبدیل کرد و طلیعه سالیان طولانی تباهی و فساد در عرصه کشور شد. برنامه بحث روز دوشنبه ۲۸ مرداد با حضور تعدادی از کارشناسان تاریخ معاصر به بررسی بیشتر این موضوع می‌پردازد. شما علاقه مندان می‌توانید این برنامه را از ساعت ۱۳:۳۰ تا ۱۴:۳۰ روز دوشنبه ۲۸ مرداد به صورت زنده از شبکه رادیویی تهران، بشنوید. برنامه گفتگو محور بحث روز از شنبه تا چهارشنبه از ساعت ۱۳:۳۰ تا ۱۴:۳۰ با حضور کارشناسان و مسولان به بحث و گفتگو پیرامون یکی از مباحث مهم روز می‌پردازد. شما مخاطبان محترم می‌توانید از طریق دو شماره تماس ۳۳۹۱۴۱۴۱ و ۳۳۹۱۴۱۴۲ دیدگاه‌های خود را در زمان پخش برنامه با مسولان برنامه در میان بگذارید. برنامه بحث روز موضوعات مورد نظر شما را جهت طرح و بررسی در برنامه از طریق شماره پیامک ۳۰۰۰۰۹۵۱ و radiotehran@ دریافت می‌کند. /ی۲,فرهنگی هنری,5,286
مهدی غضنفری وزیر صنعت، معدن و تجارت در گفتگو با خبرنگار اقتصادی باشگاه خبرنگاران، گفت: ‌ برخی از خودروسازان خواهان افزایش قیمت خودرو هستند که قرار شده بعد از ارائه مدارک به سازمان حمایت از مصرف کنندگان و اثبات دلایل خودروسازان مبنی بر افزایش ضرر ناشی از کاهش سود حاشیه در صورت موافقت سازمان حمایت از مصرف کنندگان قیمت خودرو افزایش یابد. وزیر صنعت، معدن و تجارت در ادامه افزود: بحث جدی که الان بین سازمان حمایت از مصرف کنندگان و خودروسازان وجود دارد مربوط به نحوه قیمت گذاری خودروها براساس قیمت تمام شده خودرو یا براساس حاشیه بازار است. غضنفری ادامه داد: سازمان حمایت حق ندارد با افزایش غیرقانونی قیمت خودرو یا هر کالای دیگری کنار بیاید و وظیفه دارد با همکاری سازمان تعزیرات جلوی افزایش قیمت خودرو را بگیرد. وی درباره تحویل و افزایش قیمت خودرو از سوی خودروسازان بزرگ گفت: ‌ موضوع جریمه شامل همه خودروسازان از جمله خودروسازان بزرگ است. /ق۲,اقتصادی,1,155
داوود یار محمدی کارشناس کشاورزی در گفتگو با خبرنگار اقتصادی باشگاه خبرنگاران با اشاره به فواید اجرای طرح PTD یا همان کاشت برنج وپرورش اردک گفت: پروش اردک درشالیزار علاوه بر کمک به اقتصاد روستایی به دلیل تولید چند منظوره سبب افزایش تولید برنج در واحد سطح به دلیل وجود کود حیوانی اردک می‌شود. وی گفت: این سطح از کاشت برنج سبب کنترل علفهای هرز می‌شود و با این کار کیفیت محصول ارتقا می‌یابد. وی با بیان اینکه این شیوه تولید برنج سبب کنترل آفت برنج به ویژه کرم ساقه خوار می‌شود ادامه داد: کاهش جمعیت کرم ساقه خوار برنج، کمک فضولات اردک برای حاصلخیزی خاک و کاهش مصرف سموم شیمیایی از مزایای عمده این طرح است. یار محمدی در پایان گفت: کاهش مصرف سموم کشاورزی با اجرای پروژه‌های مدیریت تلفیقی آفات، گامی در جهت ایجاد محیط سالم و تولید محصول است.,اقتصادی,1,142
مهدی جعفری‌نژاد دبیر جنش عدالتخواه در گفتگو با خبرنگار حوزه دانشگاه باشگاه خبرنگاران با اشاره به دستاوردهای دیدار تشکل‌های دانشجویی با رئیس‌جمهور اظهار داشت: از نظر بنده جلسه جو مناسبی نداشت و دستاورد مفیدی مشاهده نشد. وی تصریح کرد: به نظر ۳۰۰ نفر میهمان در این جلسه حضور داشتند که تعداد کمی از آنها از تشکل‌های دانشجویی بودند و بقیه میهمانان از هلال‌احمر و نخبگان دعوت بودند و در هیچ مجمع دانشجویی حضور نداشتند. جعفری‌نژاد با بیان اینکه رویکرد گزینشی افراد برای حضور در چنین جلسه‌ای برایمان مبهم بود، گفت: فضای مطالبه‌گری دانشجویی در جلسه حاکم نبود و بیشتر به میتینگ طرفداران احمدی‌نژاد شبیه بود تا دیدار دانشجویی. دبیر جنش عدالتخواه با بیان اینکه از اتفاقات جالب در جلسه رئیس جمهور این بود که افراد حاضر که از تشکل‌ها نبودند، به قدری نسبت به ایشان ارادت داشتند که با طرح کوچکترین انتقاد نسبت به وی، آرام و قرار خود را از دست می‌دادند، تصریح کرد: همچنین حضور یکی از دانشجویان انجمن اسلامی، که در جریان فتنه ۸۸ نقش پر رنگ و فعالی را داشت، همگان را متعجب ساخت که آیا چنین فردی از اعمال گذشته خود توبه کرده که فرصت در چنین جلسه‌ای به وی داده شده است؟ انتهای پیام/ر,سیاسی,3,200
به گزارش خبرنگار دنیای ورزش گروه ورزشی باشگاه خبرنگاران جوان؛ اخیرا آلن پاردیو به دلیل نتایج ضعیفش از تیم وست برومویچ اخراج شد. او دومین مربی اخراجی این تیم در فصل جاری و دهمین مربی اخراجی در لیگ برتر انگلیس است. البته رکورد اخراجی‌های این فصل با فصل ۲۰۱۳/۱۴ نیز برابری دارد و اگر در این چند هفته باقی مانده یک مربی دیگر اخراج شود، لیگ برتر جزیره رکورد عجولانه‌ترین اخراج مربیان را خواهد زد. در این فصل فرانک دی بوئر پس از چهار بازی اخراج شد که سریعترین مربی اخراجی معرفی شد. در اکتبر نیز کریگ شکسپیر و رونالد کومان از لسترسیتی و اورتون اخراج شدند. اسلاون بلیچ، تونی پولیس، پل کلمنت، مارک هیوز، مارکو سیلوا، مائوریسیو پیگرینو از قربانیان اخراجی این فصل هستند. پائولو دی کانیو، یان هالووی، رنه مولنستین، مارتین یول، استیو کلارک، آندره ویاش بواش، مالکی ماکای، مایکل لادروپ، کریس هاتون و دیوید مویس از جمله مربیان اخراجی در فصل ۲۰۱۳/۱۴ بودند. در نتیجه عملکرد ضعیف آنتونیو کونته در چلسی نیز بعید نیست این مربی ایتالیایی به زودی اخراج شود که به این ترتیب رکورد اخراجی‌ها زده خواهد شد.,ورزشی,6,183
مریم پوررضا متخصص زنان و زایمان در گفتگو با خبرنگار بهداشت و درمان باشگاه خبرنگاران گفت: در صورتیکه خانم باردار سابقه فامیلی و دیابت داشته یا در حاملگی‌های قبلی خود به این بیماری دچار شده باشد به طور حتم باید آزمایش تست قند خون بدهد. وی افزود: در آزمایش تست قند خون خانم‌های باردار، به صورت ناشتا ۴۰ تا ۵۰ گرم قند به آنها می‌دهند و هر نیم ساعت یکبار قند خون آنها اندازه‌گیری می‌شود و در صورتیکه میزان قند خون فرد از حد طبیعی بالاتر است بیماری دیابت وی تشخیص داده می‌شود. این متخصص زنان و زایمان ادامه داد: دیابت خانم‌های باردار به وسیله رژیم تحت کنترل قرار می‌گیرد در صورتیکه دیابت فرد با رژیم کنترل نشد به صورت مشترک تحت معالجه متخصص غدد و دیابت قرار می‌گیرد و در صورت لزوم برای وی انسولین تجویز می‌شود. پوررضا با اشاره به عوارض دیابت در خانم‌های باردار بیان کرد: در صورتیکه خانم باردار دیابت داشته باشد فشار خون وی بالا می‌رود همچنین وزن کودک افزایش می‌یابد و این مساله سختی زایمان را برای وی در پی دارد. در صورتیکه خانم باردار در سه ماه سوم بارداری دیابت داشته باشد کودک وی در معرض نقص عضو قرار دارد. وی تصریح کرد: خانم بارداری که به دیابت مبتلا شده است در صورتیکه کورک وی به نقص عضو دچار شده باشد به وسیله سونوگرافی توسط متخصصین زنان و زایمان تشخیص داده می‌شود. این متخصص زنان و زایمان خاطر نشان کرد: ممکن است خانم بارداری بدون آنکه سابقه دیابت در خانواده‌اش وجود داشته باشد به دیابت بارداری مبتلا شود این مساله به وسیله آزمایش قند خون و افزایش بیش از حد وزن خانم باردار قابل تشخیص است.,پزشکی,7,273
به گزارش خبرنگار اجتماعی باشگاه خبرنگاران فاطمه محمد بیگی با بیان این که مراحل اجرایی این طرح از سال ۹۰ آغاز شده و در سال جاری نیز ادامه دارد افزود: مرحله سوم طرح مدیریتی تلفیقی آفات کرم خراط در باغات شهر کرج با نصب تله‌های فرمونی در باغات جهانشهر آغاز شده است. وی عنوان کرد: این طرح شامل نصب تله فرمونی در باغات آلوده‌ای است که در سال‌های گذشته شناسایی شهد و یا در سال جدید برای شرکت در طرح ثبت نام کرده یا خواهند کرد. محمد بیگی ادامه داد: در این مرحله از پروژه، سطح بیشتری از باغات شهر ونیز بخش قابل توجهی از فضای سبز کرج به منظور کاهش جمعیت آفت نامبرده و جلوگیری از خسارات آفت تله گذاری خواهد شد. مسئول حفظ نباتات سازمان پارک‌ها و فضای سبز شهرداری کرج تاکید کرد: تمامی باغداران شهر کرج در صورت مشاهده علائم کرم خراط روی تنه درختان سیب و گردوی باغ یا باغچه خود د (سوراخ‌های پر از خاک اره بر روی تنه و شاخه‌ها) می‌توانند در طرح مذکور شرکت کنند. وی در پایان خاطر نشان کرد: متقاضیان جهت شرکت در طرح و ثبت نام حداکثر تا پایان خرداد ماه به کلینیک گیاه پزشکی سازمان پارک‌ها و فضای سبز کرج واقع در عظیمیه، میدان استقلال، سازمان پارک‌ها و فضای سبز، طبقه دوم مراجعه کنند. /ل,اجتماعی,0,216
به گزارش سرویس اقتصادی باشگاه خبرنگاران و به نقل از بلومبرگ، مشکلات داخلی مصر مانند گذشته بورس این کشور را نیز تحت تاثیر قرار داده و مجب نزول سهام‌های آن شده است. بر اساس این گزارش، شاخص سهام شرکت Orascom Telecom Holding با ۲-۱ درصد کاهش همراه بود. شاخص سهام EGX ۳۰ Index (EGX۳۰) نیز ۱-۵ درصد کاهش داشت. اشرف آخنوخ، مدیر شرکت تجاری Commercial International Brokerage Co در قاهره می‌گوید: اگر بخواهیم واقعیت را در نظر بگیریم، روند اقتصاد کنونی مصر در چالش قرار دارد و این سوالی اساسی است که آیا دولت فعلی می‌تواند بحران موجود را رفع کند. بحران موجود در کشور مصر، دولت را مجبور کرد تا دریافت وام ۴-۸ میلیارد دلاری صندوق بین المللی پول که برای احیای مجدد بحرن اقتصادی مصر الزامی بود، به تعویق بیفتد. همچنین اوضاع بحرانی مصر موجب شده تا سرمایه گذاران داخلی و خارجی از میزان سرمایه گذاری و فعالیت اقتصادی خود در مصر بکاهند. کارشناسان معتقد هستند که اگر شرایط بحرانی مصر همچنان ادامه یابد و اختلاف بین مرسی، رئیس جمهور مصر و برخی از اقشار مردم بیشتر شود، رکود فعلی نیز همواره افزایش می‌یابد.,اقتصادی,1,186
